,Unnamed: 0,name,type,kind,development_stage,vitality,attack,harmful,universe
3881,3881,Shien's Dojo,Spell Card,continuous,,,,False,yugioh
6250,6250,Shien's Scheme,Trap Card,normal,,,,False,yugioh
4401,4401,Shien's Smoke Signal,Spell Card,normal,,,,False,yugioh
631,631,Shien's Spy,Spell Card,normal,,,,False,yugioh
2745,2745,Shien's Squire,Tuner Monster,warrior,0.0833333333333333,0.14,0.06,True,yugioh
4844,4844,Shift,Trap Card,normal,,,,False,yugioh
4818,4818,Shifting Shadows,Spell Card,continuous,,,,False,yugioh
4898,4898,Shinato's Ark,Spell Card,ritual,,,,False,yugioh
6354,6354,Shining Abyss,Normal Monster,fairy,0.3333333333333333,0.36,0.32,True,yugioh
5075,5075,Shining Hope Road,Spell Card,normal,,,,False,yugioh
2900,2900,Shiranui Samurai,Effect Monster,zombie,0.3333333333333333,0.36,0.36,True,yugioh
4668,4668,Shiranui Samuraisaga,Synchro Monster,zombie,0.5,0.5,0.5,True,yugioh
5025,5025,Shiranui Smith,Effect Monster,zombie,0.3333333333333333,0.2,0.2,True,yugioh
2963,2963,Shiranui Spectralsword,Tuner Monster,zombie,0.1666666666666666,0.16,0.16,True,yugioh
369,369,Shiranui Style Swallow's Slash,Trap Card,normal,,,,False,yugioh
3248,3248,Shiranui Style Synthesis,Spell Card,field,,,,False,yugioh
209,209,"Shire, Lightsworn Spirit",Effect Monster,fairy,0.25,0.28,0.08,True,yugioh
1286,1286,Shock Surprise,Spell Card,normal,,,,False,yugioh
3127,3127,Shock Troops of the Ice Barrier,Effect Monster,spellcaster,0.25,0.3,0.3,True,yugioh
222,222,Shocktopus,Effect Monster,fish,0.3333333333333333,0.32,0.32,True,yugioh
3398,3398,Shogi Knight,Effect Monster,beast-warrior,0.25,0.16,0.16,True,yugioh
2634,2634,Shogi Lance,Effect Monster,beast-warrior,0.25,0.1,0.1,True,yugioh
2906,2906,Shooting Quasar Dragon,Synchro Monster,dragon,1.0,0.8,0.8,True,yugioh
3864,3864,Shooting Star,Trap Card,normal,,,,False,yugioh
6443,6443,Shooting Star Bow - Ceal,Spell Card,equip,,,,False,yugioh
2040,2040,Shooting Star Dragon,Synchro Monster,dragon,0.8333333333333334,0.66,0.66,True,yugioh
494,494,Shopina the Melodious Maestra,Effect Monster,fairy,0.5833333333333334,0.46,0.46,True,yugioh
7188,7188,Shor's Stone Guard,None,nord,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
1206,1206,Shore Knight,Effect Monster,warrior,0.3333333333333333,0.28,0.28,True,yugioh
6110,6110,Short Circuit,Spell Card,normal,,,,False,yugioh
5776,5776,Shovel Crusher,Normal Monster,machine,0.25,0.24,0.18,True,yugioh
303,303,Shreddder,Effect Monster,machine,0.3333333333333333,0.32,0.32,True,yugioh
7797,7797,Shrieker,Unaligned,plant,0.0625,0.1096153846153846,0.1,True,dd5
360,360,Shrine of Mist Valley,Spell Card,field,,,,False,yugioh
4539,4539,Shrink,Spell Card,quick-play,,,,False,yugioh
1212,1212,Shuffle Reborn,Spell Card,normal,,,,False,yugioh
7226,7226,Shuftharz,VendorBlacksmith,orc,0.0073891625615763,0.0458715596330275,0.112071820796653,True,skyrim
6388,6388,"Shurit, Strategist of the Nekroz",Effect Monster,warrior,0.25,0.36,0.06,True,yugioh
5276,5276,Shutendoji,Effect Monster,zombie,0.3333333333333333,0.3,0.3,True,yugioh
859,859,Shuttleroid,Effect Monster,machine,0.3333333333333333,0.24,0.2,True,yugioh
6808,6808,Sibbi Black-Briar,CombatThief,nord,0.0123152709359605,0.0603573153066151,0.0981870478514773,False,skyrim
6601,6601,Siddgeir,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7064,7064,Sifnar Ironkettle,CombatWarrior1H,elder,0.9975369458128078,0.024142926122646,0.0694238647258781,False,skyrim
6812,6812,Sigaar,CombatWarrior1H,nord,0.0073891625615763,0.0521487204249155,0.0775734332781312,False,skyrim
7161,7161,Sigrid,VendorBlacksmith,nord,0.0049261083743842,0.0371801062288749,0.0806310468055434,False,skyrim
6943,6943,Sigurd,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
6916,6916,Silana Petreia,None,imperial,0.0049261083743842,0.036214389183969,0.0790115924344112,False,skyrim
7520,7520,Sild the Warlock,CombatMageElemental,nord,0.0086206896551724,0.0845002414292612,0.1847119323629391,True,skyrim
7060,7060,Silda the Unseen,TrainerPickpocketExpert,nord,0.0049261083743842,0.036214389183969,0.0790115924344112,False,skyrim
6387,6387,Silent Angler,Effect Monster,fish,0.3333333333333333,0.28,0.16,True,yugioh
3677,3677,Silent Burning,Spell Card,quick-play,,,,False,yugioh
3470,3470,Silent Doom,Spell Card,normal,,,,False,yugioh
3326,3326,Silent Insect,Effect Monster,insect,0.1666666666666666,0.06,0.04,True,yugioh
3359,3359,Silent Magician,Effect Monster,spellcaster,0.3333333333333333,0.2,0.2,True,yugioh
5911,5911,Silent Magician LV4,Effect Monster,spellcaster,0.3333333333333333,0.2,0.2,True,yugioh
5812,5812,Silent Magician LV8,Effect Monster,spellcaster,0.6666666666666666,0.7,0.7,True,yugioh
1604,1604,Silent Paladin,Effect Monster,fairy,0.3333333333333333,0.3,0.1,True,yugioh
5085,5085,Silent Psychic Wizard,Effect Monster,psychic,0.3333333333333333,0.38,0.38,True,yugioh
1510,1510,Silent Strider,Effect Monster,insect,0.1666666666666666,0.14,0.06,True,yugioh
1535,1535,Silent Sword Slash,Spell Card,quick-play,,,,False,yugioh
1242,1242,Silent Swordsman,Effect Monster,warrior,0.3333333333333333,0.2,0.2,True,yugioh
166,166,Silent Swordsman LV3,Effect Monster,warrior,0.25,0.2,0.2,True,yugioh
5973,5973,Silent Swordsman LV5,Effect Monster,warrior,0.4166666666666667,0.46,0.46,True,yugioh
3017,3017,Silent Swordsman LV7,Effect Monster,warrior,0.5833333333333334,0.56,0.56,True,yugioh
5704,5704,Silent Wobby,Effect Monster,fish,0.3333333333333333,0.4,0.2,True,yugioh
2647,2647,"Sillva, Warlord of Dark World",Effect Monster,fiend,0.4166666666666667,0.46,0.46,True,yugioh
5856,5856,Silpheed,Effect Monster,fairy,0.3333333333333333,0.34,0.34,True,yugioh
6554,6554,Silus Vesuius,CombatMageDestruction,imperial,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
129,129,Silver Bow and Arrow,Spell Card,equip,,,,False,yugioh
7798,7798,Silver Dragon Wyrmling,Lawful Good,dragon,0.0625,0.3732840236686391,0.5900000000000001,True,dd5
2357,2357,Silver Gadget,Effect Monster,machine,0.3333333333333333,0.3,0.3,True,yugioh
792,792,Silver Sentinel,Effect Monster,warrior,0.3333333333333333,0.3,0.3,True,yugioh
2072,2072,Silver Wing,Spell Card,equip,,,,False,yugioh
7521,7521,Silvia,None,elder,0.0086206896551724,0.0502172863351038,0.1021511374531508,True,skyrim
1226,1226,"Simorgh, Bird of Divinity",Effect Monster,winged beast,0.5833333333333334,0.54,0.54,True,yugioh
6594,6594,Sinding,CombatWarrior1H,nord,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
5516,5516,Single Purchase,Spell Card,normal,,,,False,yugioh
4904,4904,Sinister Seed Token,Token,plant,,,,False,yugioh
4903,4903,Sinister Seeds,Trap Card,normal,,,,False,yugioh
661,661,Sinister Serpent,Effect Monster,reptile,0.0833333333333333,0.06,0.06,True,yugioh
6228,6228,Sinister Shadow Games,Trap Card,normal,,,,False,yugioh
4994,4994,Sinister Sprocket,Tuner Monster,fiend,0.0833333333333333,0.08,0.08,True,yugioh
5815,5815,Sinister Yorishiro,Trap Card,continuous,,,,False,yugioh
6938,6938,Sinmir,None,nord,0.0049261083743842,0.0357315306615161,0.0794909788198378,False,skyrim
5662,5662,Siphon Token,Token,spellcaster,,,,False,yugioh
4080,4080,Sirenorca,Effect Monster,winged beast,0.4166666666666667,0.44,0.44,True,yugioh
7283,7283,Sirgar,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7296,7296,Sirkjorg,None,nord,0.001231527093596,0.024142926122646,0.0694238647258781,True,skyrim
4645,4645,Sishunder,Effect Monster,thunder,0.3333333333333333,0.18,0.18,True,yugioh
7181,7181,Sissel,None,nord,0.0049261083743842,0.0313858039594398,0.0383509108341323,False,skyrim
5802,5802,Six Samurai United,Spell Card,continuous,,,,False,yugioh
4474,4474,Six Scrolls of the Samurai,Spell Card,quick-play,,,,False,yugioh
1908,1908,Six Strike - Thunder Blast,Trap Card,normal,,,,False,yugioh
6074,6074,Six Style - Dual Wield,Trap Card,normal,,,,False,yugioh
280,280,Sixth Sense,Trap Card,normal,,,,False,yugioh
6632,6632,Skaggi Scar-Face,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
6561,6561,Skald,CombatWarrior1H,elder,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
4930,4930,Skelengel,Flip Effect Monster,fairy,0.1666666666666666,0.18,0.18,True,yugioh
7799,7799,Skeleton,Lawful Evil,undead,0.0625,0.2696153846153846,0.51,True,dd5
2625,2625,Skelgon,Fusion Monster,zombie,0.5,0.38,0.34,True,yugioh
5112,5112,Skill Prisoner,Trap Card,normal,,,,False,yugioh
5916,5916,Skill Successor,Trap Card,normal,,,,False,yugioh
5917,5917,Skilled Dark Magician,Effect Monster,spellcaster,0.3333333333333333,0.38,0.38,True,yugioh
5269,5269,Skilled Red Magician,Effect Monster,spellcaster,0.3333333333333333,0.32,0.32,True,yugioh
3791,3791,Skilled White Magician,Effect Monster,spellcaster,0.3333333333333333,0.38,0.34,True,yugioh
6989,6989,Skjor,CombatWarrior1H,nord,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
2252,2252,Skreech,Effect Monster,reptile,0.3333333333333333,0.3,0.3,True,yugioh
7342,7342,Skuli,None,nord,0.0049261083743842,0.0313858039594398,0.0383509108341323,False,skyrim
4977,4977,Skull Archfiend of Lightning,Effect Monster,fiend,0.5,0.5,0.5,True,yugioh
5072,5072,Skull Conductor,Effect Monster,zombie,0.3333333333333333,0.4,0.4,True,yugioh
10,10,Skull Dice,Trap Card,normal,,,,False,yugioh
306,306,Skull Guardian,Ritual Monster,warrior,0.5833333333333334,0.5,0.41,True,yugioh
214,214,Skull Knight,Fusion Monster,spellcaster,0.5833333333333334,0.53,0.53,True,yugioh
1290,1290,Skull Knight 2,Effect Monster,fiend,0.25,0.24,0.2,True,yugioh
556,556,Skull Lair,Trap Card,continuous,,,,False,yugioh
441,441,Skull Mariner,Normal Monster,warrior,0.3333333333333333,0.32,0.32,True,yugioh
5440,5440,Skull Meister,Effect Monster,fiend,0.3333333333333333,0.34,0.34,True,yugioh
839,839,Skull Red Bird,Normal Monster,winged beast,0.3333333333333333,0.31,0.31,True,yugioh
2618,2618,Skull Servant,Normal Monster,zombie,0.0833333333333333,0.06,0.06,True,yugioh
4469,4469,Skull Stalker,Normal Monster,warrior,0.25,0.18,0.18,True,yugioh
5191,5191,Skull-Mark Ladybug,Effect Monster,insect,0.3333333333333333,0.3,0.1,True,yugioh
678,678,Skullbird,Fusion Monster,winged beast,0.5,0.38,0.38,True,yugioh
7007,7007,Skulvar Sable-Hilt,CombatWarrior1H,nord,0.0049261083743842,0.0410429744084983,0.0742177285801446,False,skyrim
2977,2977,Sky Cavalry Centaurea,XYZ Monster,beast-warrior,0.1666666666666666,0.4,0.4,True,yugioh
5479,5479,Sky Dragoons of Draconia,Pendulum Normal Monster,winged beast,0.4166666666666667,0.44,0.44,True,yugioh
216,216,Sky Galloping Gaia the Dragon Champion,Fusion Monster,dragon,0.5833333333333334,0.52,0.52,True,yugioh
2263,2263,Sky Iris,Spell Card,field,,,,False,yugioh
942,942,Sky Scourge Enrise,Effect Monster,fairy,0.6666666666666666,0.48,0.48,True,yugioh
6013,6013,Sky Scourge Invicil,Effect Monster,fairy,0.5,0.44,0.44,True,yugioh
3970,3970,Sky Scourge Norleras,Effect Monster,fiend,0.6666666666666666,0.48,0.48,True,yugioh
2480,2480,Sky Scout,Normal Monster,winged beast,0.3333333333333333,0.36,0.36,True,yugioh
323,323,Skypalace Gangaridai,XYZ Monster,machine,0.8333333333333334,0.68,0.68,True,yugioh
5095,5095,Skyscraper,Spell Card,field,,,,False,yugioh
3895,3895,Skyscraper 2 - Hero City,Spell Card,field,,,,False,yugioh
3871,3871,Skystarray,Effect Monster,sea serpent,0.25,0.12,0.12,True,yugioh
4724,4724,Slacker Magician,XYZ Monster,spellcaster,0.0833333333333333,0.42,0.04,True,yugioh
3266,3266,Sleeping Lion,Normal Monster,beast,0.3333333333333333,0.34,0.14,True,yugioh
816,816,Slifer the Sky Dragon,Effect Monster,divine-beast,0.8333333333333334,0.0,0.0,False,yugioh
1786,1786,Slime Monster Token,Token,aqua,,,,False,yugioh
5514,5514,Slime Toad,Normal Monster,aqua,0.1666666666666666,0.14,0.14,True,yugioh
6428,6428,Slip Summon,Trap Card,normal,,,,False,yugioh
5845,5845,Slip of Fortune,Trap Card,normal,,,,False,yugioh
6735,6735,Slitter,None,dark elf,0.001231527093596,0.0169000482858522,0.0562843197071385,True,skyrim
321,321,Slot Machine,Normal Monster,machine,0.5833333333333334,0.46,0.4,True,yugioh
1867,1867,Small Piece Golem,Effect Monster,rock,0.25,0.22,0.22,True,yugioh
175,175,Smile World,Spell Card,normal,,,,False,yugioh
5154,5154,Smoke Grenade of the Thief,Spell Card,equip,,,,False,yugioh
6287,6287,Snake Deity's Command,Trap Card,counter,,,,False,yugioh
53,53,Snake Fang,Trap Card,normal,,,,False,yugioh
1417,1417,Snake Rain,Spell Card,normal,,,,False,yugioh
2414,2414,Snakeyashi,Normal Monster,plant,0.3333333333333333,0.24,0.2,True,yugioh
6086,6086,Snapdragon,Effect Monster,plant,0.1666666666666666,0.06,0.06,True,yugioh
3758,3758,Snatch Steal,Spell Card,equip,,,,False,yugioh
6750,6750,Snilf,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
6890,6890,Snilling,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
6804,6804,Snippy,None,animals,0.001231527093596,0.0024142926122646,0.0156210232720299,True,skyrim
6876,6876,Snorreid,CombatWarrior1H,nord,0.0049261083743842,0.0410429744084983,0.0742177285801446,False,skyrim
261,261,Snow Dragon,Effect Monster,dragon,0.3333333333333333,0.28,0.28,True,yugioh
2044,2044,Snow Plow Hustle Rustle,Effect Monster,machine,0.8333333333333334,0.6,0.5,True,yugioh
5434,5434,Snowdust Dragon,Effect Monster,dragon,0.6666666666666666,0.56,0.56,True,yugioh
5910,5910,Snowdust Giant,XYZ Monster,beast-warrior,0.3333333333333333,0.44,0.44,True,yugioh
1303,1303,Snowman Creator,Effect Monster,machine,0.3333333333333333,0.32,0.32,True,yugioh
4890,4890,"Snoww, Unlight of Dark World",Effect Monster,fiend,0.3333333333333333,0.34,0.34,True,yugioh
2869,2869,Snyffus,Tuner Monster,beast,0.0833333333333333,0.02,0.02,True,yugioh
2166,2166,Soaring Eagle Above the Searing Land,Tuner Monster,winged beast,0.0833333333333333,0.02,0.02,True,yugioh
7061,7061,Sofie,None,nord,0.001231527093596,0.024142926122646,0.0239693192713326,False,skyrim
7056,7056,Sogrlaf (Skyrim),None,nord,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
4893,4893,Soitsu,Normal Monster,fairy,0.25,0.0,0.0,False,yugioh
6597,6597,Solaf,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7800,7800,Solar,Lawful Good,celestial,0.25,0.5997337278106509,0.8366666666666667,True,dd5
3757,3757,Solar Flare Dragon,Effect Monster,pyro,0.3333333333333333,0.3,0.3,True,yugioh
3635,3635,Solar Ray,Trap Card,normal,,,,False,yugioh
61,61,Solar Recharge,Spell Card,normal,,,,False,yugioh
2749,2749,Solar Wind Jammer,Effect Monster,machine,0.4166666666666667,0.48,0.16,True,yugioh
1343,1343,Solemn Authority,Trap Card,continuous,,,,False,yugioh
3385,3385,Solemn Judgment,Trap Card,counter,,,,False,yugioh
3301,3301,Solemn Strike,Trap Card,counter,,,,False,yugioh
2866,2866,Solemn Wishes,Trap Card,continuous,,,,False,yugioh
2353,2353,Solitaire Magician,Effect Monster,spellcaster,0.3333333333333333,0.32,0.32,True,yugioh
6871,6871,Solitude Guard,None,nord,0.0997536945812807,,,True,skyrim
1205,1205,Solo the Melodious Songstress,Effect Monster,fairy,0.3333333333333333,0.32,0.32,True,yugioh
1935,1935,Solomon's Lawbook,Trap Card,normal,,,,False,yugioh
6192,6192,Sonata the Melodious Diva,Effect Monster,fairy,0.25,0.24,0.24,True,yugioh
7522,7522,Sond,None,nord,0.9975369458128078,0.0169000482858522,0.034711932362939,False,skyrim
7254,7254,Sondas Drenim,None,dark elf,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
4692,4692,Sonic Bird,Effect Monster,winged beast,0.3333333333333333,0.28,0.28,True,yugioh
6414,6414,Sonic Boom,Trap Card,normal,,,,False,yugioh
2947,2947,Sonic Chick,Effect Monster,winged beast,0.0833333333333333,0.06,0.06,True,yugioh
3157,3157,Sonic Maid,Normal Monster,warrior,0.25,0.24,0.24,True,yugioh
3283,3283,Sonic Shooter,Effect Monster,winged beast,0.3333333333333333,0.26,0.26,True,yugioh
1487,1487,Sonic Warrior,Effect Monster,warrior,0.1666666666666666,0.2,0.2,True,yugioh
7357,7357,Sonir,None,nord,0.9975369458128078,0.0391115403186866,0.0906310468055434,False,skyrim
371,371,"Sophia, Goddess of Rebirth",Effect Monster,fairy,0.9166666666666666,0.72,0.72,True,yugioh
5083,5083,Soprano the Melodious Songstress,Effect Monster,fairy,0.3333333333333333,0.28,0.28,True,yugioh
6364,6364,Sorcerer of Dark Magic,Effect Monster,spellcaster,0.75,0.64,0.64,True,yugioh
4022,4022,Sorcerer of the Doomed,Normal Monster,spellcaster,0.3333333333333333,0.29,0.29,True,yugioh
2941,2941,Sorciere de Fleur,Effect Monster,spellcaster,0.6666666666666666,0.58,0.58,True,yugioh
6922,6922,Sorex Vinius,None,imperial,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7268,7268,Sorine Jurard,None,breton,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
7284,7284,Sorli the Builder,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
6633,6633,Sosia Tremellia,None,imperial,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
5468,5468,Soul Absorption,Spell Card,continuous,,,,False,yugioh
4431,4431,Soul Charge,Spell Card,normal,,,,False,yugioh
6134,6134,Soul Demolition,Trap Card,continuous,,,,False,yugioh
4210,4210,Soul Devouring Bamboo Sword,Spell Card,continuous,,,,False,yugioh
5903,5903,Soul Drain,Trap Card,continuous,,,,False,yugioh
4540,4540,Soul Drain Dragon,Effect Monster,dragon,0.6666666666666666,0.8,0.8,True,yugioh
5462,5462,Soul Exchange,Spell Card,normal,,,,False,yugioh
5843,5843,Soul Hunter,Fusion Monster,fiend,0.5,0.44,0.44,True,yugioh
483,483,Soul Release,Spell Card,normal,,,,False,yugioh
6254,6254,Soul Reversal,Spell Card,quick-play,,,,False,yugioh
3025,3025,Soul Rope,Trap Card,normal,,,,False,yugioh
2938,2938,Soul Strike,Trap Card,normal,,,,False,yugioh
6291,6291,Soul Taker,Spell Card,normal,,,,False,yugioh
1295,1295,Soul Tiger,Normal Monster,beast,0.3333333333333333,0.42,0.0,False,yugioh
6230,6230,Soul of Purity and Light,Effect Monster,fairy,0.5,0.4,0.4,True,yugioh
3920,3920,Soul of the Pure,Spell Card,normal,,,,False,yugioh
5091,5091,Soul-Absorbing Bone Tower,Effect Monster,zombie,0.25,0.3,0.08,True,yugioh
2534,2534,Souleater,Normal Monster,fish,0.3333333333333333,0.24,0.24,True,yugioh
6491,6491,Souleating Oviraptor,Effect Monster,dinosaur,0.3333333333333333,0.36,0.36,True,yugioh
415,415,Souls of the Forgotten,Normal Monster,fiend,0.1666666666666666,0.18,0.18,True,yugioh
3457,3457,Soundproofed,Spell Card,normal,,,,False,yugioh
5559,5559,Space Cyclone,Spell Card,quick-play,,,,False,yugioh
125,125,Space Gift,Spell Card,normal,,,,False,yugioh
2922,2922,Space Mambo,Normal Monster,fish,0.3333333333333333,0.34,0.34,True,yugioh
3857,3857,Space-Time Police,Effect Monster,psychic,0.4166666666666667,0.46,0.46,True,yugioh
6464,6464,Spacegate,Trap Card,continuous,,,,False,yugioh
6492,6492,Spacetime Transcendence,Spell Card,normal,,,,False,yugioh
6120,6120,Sparks,Spell Card,normal,,,,False,yugioh
1692,1692,Spatial Collapse,Trap Card,continuous,,,,False,yugioh
3245,3245,Spawn Alligator,Effect Monster,reptile,0.4166666666666667,0.44,0.44,True,yugioh
4764,4764,Spear Cretin,Flip Effect Monster,fiend,0.1666666666666666,0.1,0.1,True,yugioh
2561,2561,Spear Dragon,Effect Monster,dragon,0.3333333333333333,0.38,0.38,True,yugioh
5675,5675,Spear Shark,Effect Monster,fish,0.3333333333333333,0.32,0.32,True,yugioh
3479,3479,Special Hurricane,Spell Card,normal,,,,False,yugioh
7801,7801,Specter,Chaotic Evil,undead,0.0625,0.2562721893491124,0.24,True,dd5
760,760,Speed Warrior,Effect Monster,warrior,0.1666666666666666,0.18,0.18,True,yugioh
4849,4849,Speedroid Den-Den Daiko Duke,Tuner Monster,machine,0.25,0.2,0.2,True,yugioh
4323,4323,Speedroid Double Yoyo,Effect Monster,machine,0.3333333333333333,0.28,0.28,True,yugioh
5699,5699,Speedroid Gum Prize,Tuner Monster,machine,0.0833333333333333,0.16,0.0,False,yugioh
1432,1432,Speedroid Horse Stilts,Effect Monster,machine,0.3333333333333333,0.22,0.22,True,yugioh
1395,1395,Speedroid Menko,Effect Monster,machine,0.3333333333333333,0.4,0.02,True,yugioh
6277,6277,Speedroid Razorang,Effect Monster,machine,0.3333333333333333,0.4,0.4,True,yugioh
1375,1375,Speedroid Red-Eyed Dice,Tuner Monster,machine,0.0833333333333333,0.02,0.02,True,yugioh
4397,4397,Speedroid Taketomborg,Effect Monster,machine,0.25,0.24,0.12,True,yugioh
2253,2253,Speedroid Tri-Eyed Dice,Tuner Monster,machine,0.25,0.3,0.06,True,yugioh
4194,4194,Spell Absorption,Spell Card,continuous,,,,False,yugioh
3357,3357,Spell Calling,Spell Card,normal,,,,False,yugioh
5975,5975,Spell Chronicle,Spell Card,continuous,,,,False,yugioh
366,366,Spell Economics,Spell Card,continuous,,,,False,yugioh
31,31,Spell Gear,Spell Card,normal,,,,False,yugioh
6029,6029,Spell Power Grasp,Spell Card,normal,,,,False,yugioh
140,140,Spell Purification,Trap Card,normal,,,,False,yugioh
6122,6122,Spell Reclamation,Trap Card,normal,,,,False,yugioh
3688,3688,Spell Recycler,Effect Monster,spellcaster,0.0833333333333333,0.0,0.0,False,yugioh
2375,2375,Spell Reproduction,Spell Card,normal,,,,False,yugioh
3104,3104,Spell Shield Type-8,Trap Card,counter,,,,False,yugioh
6413,6413,Spell Striker,Effect Monster,warrior,0.25,0.12,0.12,True,yugioh
2410,2410,Spell Vanishing,Trap Card,counter,,,,False,yugioh
6167,6167,Spell of Pain,Spell Card,quick-play,,,,False,yugioh
828,828,Spell-Stopping Statute,Trap Card,counter,,,,False,yugioh
1553,1553,Spellbinding Circle,Trap Card,continuous,,,,False,yugioh
3270,3270,Spellbook Library of the Crescent,Spell Card,normal,,,,False,yugioh
1707,1707,Spellbook Library of the Heliosphere,Spell Card,normal,,,,False,yugioh
1213,1213,Spellbook Magician of Prophecy,Effect Monster,spellcaster,0.1666666666666666,0.1,0.1,True,yugioh
4584,4584,Spellbook Star Hall,Spell Card,continuous,,,,False,yugioh
4990,4990,Spellbook of Eternity,Spell Card,normal,,,,False,yugioh
3798,3798,Spellbook of Judgment,Spell Card,quick-play,,,,False,yugioh
4288,4288,Spellbook of Life,Spell Card,equip,,,,False,yugioh
3589,3589,Spellbook of Miracles,Spell Card,normal,,,,False,yugioh
2064,2064,Spellbook of Power,Spell Card,normal,,,,False,yugioh
6363,6363,Spellbook of Wisdom,Spell Card,quick-play,,,,False,yugioh
4641,4641,Spellbook of the Master,Spell Card,normal,,,,False,yugioh
5862,5862,Spellbreaker of the Ice Barrier,Effect Monster,spellcaster,0.3333333333333333,0.4,0.24,True,yugioh
1690,1690,Spellstone Sorcerer Karood,Effect Monster,spellcaster,0.25,0.38,0.16,True,yugioh
2695,2695,Sphere Kuriboh,Effect Monster,fiend,0.0833333333333333,0.06,0.06,True,yugioh
4249,4249,Spherous Lady,Normal Monster,rock,0.25,0.28,0.08,True,yugioh
4188,4188,Sphinx Teleia,Effect Monster,beast,0.8333333333333334,0.6,0.5,True,yugioh
7802,7802,Spider,Unaligned,beast,0.03125,0.2407396449704142,0.4066666666666666,True,dd5
4564,4564,Spider Egg,Trap Card,normal,,,,False,yugioh
4565,4565,Spider Token,Token,insect,,,,False,yugioh
5581,5581,Spider Web,Spell Card,field,,,,False,yugioh
2181,2181,Spiders' Lair,Spell Card,continuous,,,,False,yugioh
554,554,Spikeshield with Chain,Trap Card,normal,,,,False,yugioh
3468,3468,Spined Gillman,Effect Monster,sea serpent,0.25,0.26,0.26,True,yugioh
3651,3651,Spinos Token,Token,dinosaur,,,,False,yugioh
2649,2649,Spiral Serpent,Normal Monster,sea serpent,0.6666666666666666,0.58,0.58,True,yugioh
4027,4027,Spiral Spear Strike,Spell Card,continuous,,,,False,yugioh
4339,4339,Spirit Barrier,Trap Card,continuous,,,,False,yugioh
4111,4111,Spirit Burner,Spell Card,equip,,,,False,yugioh
3985,3985,Spirit Caller,Flip Effect Monster,spellcaster,0.25,0.2,0.2,True,yugioh
1706,1706,Spirit Converter,Spell Card,continuous,,,,False,yugioh
5610,5610,Spirit Elimination,Spell Card,normal,,,,False,yugioh
1368,1368,Spirit Force,Trap Card,normal,,,,False,yugioh
7803,7803,Spirit Naga,Chaotic Evil,monstrosity,0.25,0.355473372781065,0.6333333333333333,True,dd5
1907,1907,Spirit Reaper,Effect Monster,zombie,0.25,0.06,0.06,True,yugioh
5455,5455,Spirit Ryu,Effect Monster,dragon,0.3333333333333333,0.2,0.2,True,yugioh
1106,1106,Spirit of Flames,Effect Monster,pyro,0.3333333333333333,0.34,0.34,True,yugioh
1148,1148,Spirit of the Books,Normal Monster,winged beast,0.3333333333333333,0.28,0.28,True,yugioh
4362,4362,Spirit of the Breeze,Effect Monster,fairy,0.25,0.36,0.0,False,yugioh
2173,2173,Spirit of the Fall Wind,Effect Monster,fairy,0.3333333333333333,0.36,0.36,True,yugioh
2815,2815,Spirit of the Mountain,Normal Monster,spellcaster,0.4166666666666667,0.36,0.26,True,yugioh
2084,2084,Spirit of the Pharaoh,Effect Monster,zombie,0.5,0.5,0.5,True,yugioh
411,411,Spirit of the Pot of Greed,Effect Monster,fairy,0.0833333333333333,0.02,0.02,True,yugioh
5293,5293,Spirit of the Six Samurai,Union Effect Monster,warrior,0.25,0.1,0.1,True,yugioh
4451,4451,Spirit of the Winds,Normal Monster,spellcaster,0.4166666666666667,0.34,0.34,True,yugioh
4071,4071,Spiritual Beast Cannahawk,Effect Monster,thunder,0.3333333333333333,0.28,0.28,True,yugioh
1134,1134,Spiritual Beast Pettlephin,Effect Monster,aqua,0.3333333333333333,0.4,0.0,False,yugioh
5256,5256,Spiritual Beast Tamer Winda,Effect Monster,psychic,0.3333333333333333,0.36,0.32,True,yugioh
5645,5645,Spiritual Earth Art - Kurogane,Trap Card,normal,,,,False,yugioh
3510,3510,Spiritual Fire Art - Kurenai,Trap Card,normal,,,,False,yugioh
5552,5552,Spiritual Forest,Spell Card,continuous,,,,False,yugioh
