,name,type,kind,development_stage,vitality,attack,harmful,universe
7038,Ysgramor,None,Animals,0.0024630541871921183,0.010140028971511348,0.011505273250239693,True,skyrim
7039,Grimvar Cruel-Sea,None,Nord,0.0049261083743842365,0.031385803959439885,0.038350910834132314,False,skyrim
7040,Hillevi Cruel-Sea,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7041,Idesa Sadri,None,Dark Elf,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7042,Torsten Cruel-Sea,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7043,Nilsine Shatter-Shield,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7044,Torbjorn Shatter-Shield,TrainerTwoHandedExpert,Nord,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7045,Tova Shatter-Shield,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7046,Ambarys Rendar,None,Dark Elf,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7047,Brelas,None,Wood Elf,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7048,Malborn,None,Wood Elf,0.9975369458128078,0.024142926122646065,0.06942386472587815,False,skyrim
7049,Malthyr Elenil,None,Dark Elf,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7050,Niranye,CombatThief,High Elf,0.9975369458128078,0.024142926122646065,0.06942386472587815,False,skyrim
7051,Dalan Merchad,CombatWarrior1H,Breton,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7052,Kjar,None,Nord,0.0049261083743842365,0.0386286817962337,0.07661466050727796,False,skyrim
7053,Voldsea Giryon,None,Dark Elf,0.0049261083743842365,0.0386286817962337,0.07661466050727796,False,skyrim
7054,Gjalund Salt-Sage (Skyrim),None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7055,Lygrleid (Skyrim),None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7056,Sogrlaf (Skyrim),None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7057,Angrenor Once-Honored,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7058,Gort,None,Nord,0.007389162561576354,0.0521487204249155,0.07757343327813127,False,skyrim
7059,J'datharr,CombatAssassin,Khajiit,0.9987684729064039,0.024142926122646065,0.06942386472587815,False,skyrim
7060,Silda the Unseen,TrainerPickpocketExpert,Nord,0.0049261083743842365,0.036214389183969097,0.07901159243441122,False,skyrim
7061,Sofie,None,Nord,0.0012315270935960591,0.024142926122646065,0.023969319271332695,False,skyrim
7062,Galmar Stone-Fist,CombatWarrior1H,Nord,0.9987684729064039,,,True,skyrim
7063,Jorleif,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7064,Sifnar Ironkettle,CombatWarrior1H,Elder,0.9975369458128078,0.024142926122646065,0.06942386472587815,False,skyrim
7065,Ulfric Stormcloak,CombatWarrior1H,Nord,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7066,Windhelm Guard,None,Nord,0.09975369458128079,,,True,skyrim
7067,Wuunferth the Unliving,TrainerDestructionJourneyman,Elder,0.01847290640394089,0.0772573635924674,0.15173886516168394,False,skyrim
7068,Yrsarald Thrice-Pierced,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7069,Revyn Sadri,TrainerSpeechcraftJourneyman,Dark Elf,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7070,Jora,None,Nord,0.0049261083743842365,0.036214389183969097,0.07901159243441122,False,skyrim
7071,Lortheim,None,Nord,0.0049261083743842365,0.036214389183969097,0.07901159243441122,False,skyrim
7072,Viola Giordano,None,Imperial,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7073,Nurelion,CombatMageElemental,High Elf,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7074,Quintus Navale,CombatSorcerer,Imperial,0.0049261083743842365,0.036214389183969097,0.08545716028937506,False,skyrim
7075,Alfarinn,CombatWarrior1H,Nord,0.007389162561576354,0.0521487204249155,0.07757343327813127,False,skyrim
7076,Arivanya,None,High Elf,0.0049261083743842365,0.035248672139063256,0.08555652401289986,False,skyrim
7077,Ulundil,None,High Elf,0.0049261083743842365,0.0386286817962337,0.07661466050727796,False,skyrim
7078,Birna,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7079,Ranmir,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7080,Ancano,CombatMageElemental,High Elf,0.9987684729064039,0.024142926122646065,0.06942386472587815,False,skyrim
7081,Gelebros,CombatSorcerer,Wood Elf,0.0049261083743842365,0.036214389183969097,0.08545716028937506,False,skyrim
7082,Quaranir,CombatSorcerer,High Elf,0.0049261083743842365,0.036214389183969097,0.08545716028937506,False,skyrim
7083,Savos Aren,CombatMageConjurer,Dark Elf,0.9987684729064039,0.07242877836793819,0.29918068508672535,False,skyrim
7084,Tandil,CombatSorcerer,High Elf,0.0049261083743842365,0.036214389183969097,0.08545716028937506,False,skyrim
7085,Urag gro-Shub,CombatScout,Orc,0.012315270935960592,0.08450024142926123,0.1565327290159505,False,skyrim
7086,Arniel Gane,CombatMageNecro,Breton,0.03694581280788178,0.18928054080154516,0.3357875010895145,False,skyrim
7087,Brelyna Maryon,None,Dark Elf,0.9987684729064039,0.024142926122646065,0.06942386472587815,False,skyrim
7088,Enthir,CombatSorcerer,Wood Elf,0.9987684729064039,0.024142926122646065,0.1148784101804236,False,skyrim
7089,J'zargo,CombatSorcerer,Khajiit,0.9987684729064039,0.024142926122646065,0.06942386472587815,False,skyrim
7090,Mirabelle Ervine,CombatMageElemental,Breton,0.9987684729064039,0.07242877836793819,0.25124204654405996,False,skyrim
7091,Nirya,CombatSorcerer,High Elf,0.0049261083743842365,0.036214389183969097,0.08545716028937506,False,skyrim
7092,Onmund,CombatSorcerer,Nord,0.9987684729064039,0.024142926122646065,0.16033295563496905,False,skyrim
7093,Tolfdir,TrainerAlterationMaster,Elder,0.9987684729064039,0.12071463061323032,0.25124204654405996,False,skyrim
7094,Colette Marence,TrainerRestorationExpert,Breton,0.9987684729064039,0.04828585224529213,0.16033295563496905,False,skyrim
7095,Drevis Neloren,TrainerIllusionMaster,Dark Elf,0.9987684729064039,0.024142926122646065,0.06942386472587815,False,skyrim
7096,Faralda,TrainerDestructionMaster,High Elf,0.9987684729064039,0.07242877836793819,0.25124204654405996,True,skyrim
7097,Phinis Gestor,TrainerConjurationExpert,Breton,0.9987684729064039,0.024142926122646065,0.06942386472587815,False,skyrim
7098,Sergius Turrianus,TrainerEnchantingExpert,Imperial,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7099,Dagur,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7100,Eirid,None,Nord,0.0049261083743842365,0.031385803959439885,0.038350910834132314,False,skyrim
7101,Haran,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7102,Nelacar,CombatSorcerer,High Elf,0.007389162561576354,0.04442298406566876,0.0959862285365641,False,skyrim
7103,Assur,None,Nord,0.0049261083743842365,0.031385803959439885,0.038350910834132314,False,skyrim
7104,Kai Wet-Pommel,None,Nord,0.09975369458128079,0.024142926122646065,0.06942386472587815,True,skyrim
7105,Korir,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7106,Malur Seloth,None,Dark Elf,0.0049261083743842365,0.0386286817962337,0.08306022836224178,False,skyrim
7107,Thaena,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7108,Winterhold Guard,None,Nord,0.09975369458128079,,,True,skyrim
7109,Kraldar,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7110,Thonjolf,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7111,Augur of Dunlain,CombatWarrior1H,Breton,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7112,Velehk Sain,CombatWarrior1H,Dremora,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7113,Azzada Lylvieve,None,Redguard,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7114,Clinton Lylvieve,None,Breton,0.0049261083743842365,0.031385803959439885,0.038350910834132314,False,skyrim
7115,Julienne Lylvieve,CombatWarrior1H,Breton,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7116,Michel Lylvieve,None,Breton,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7117,Aldepius,None,Imperial,0.9987684729064039,0.12168034765813616,0.13318225398762312,False,skyrim
7118,Faida,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7119,Varnius Junius,None,Imperial,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7120,Horgeir,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7121,Lodvar,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7122,Olda,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7123,Commander Maro,CombatWarrior2H,Imperial,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7124,Gaius Maro,CombatWarrior1H,Imperial,0.9987684729064039,0.07242877836793819,0.06942386472587815,True,skyrim
7125,Penitus Oculatus Agent,None,Imperial,0.0012315270935960591,0.024142926122646065,0.06942386472587815,True,skyrim
7126,Gunnar Stone-Eye,None,Elder,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7127,Haming,CombatWarrior1H,Nord,0.0012315270935960591,0.024142926122646065,0.023969319271332695,False,skyrim
7128,Ingrid,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7129,Matlara,CombatWarrior1H,Nord,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7130,Torolf,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7131,Vilod,CombatWarrior1H,Nord,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7132,Elenwen,CombatSorcerer,High Elf,0.03694581280788178,0.14099468855625302,0.22425259304453937,False,skyrim
7133,Hadvar,CombatWarrior1H,Nord,0.9987684729064039,0.06035731530661516,0.06942386472587815,True,skyrim
7134,Headsman,None,Imperial,0.006157635467980296,0.04635441815548044,0.07613527412185131,False,skyrim
7135,Imperial Captain,CombatWarrior1H,Imperial,0.0012315270935960591,0.024142926122646065,0.06942386472587815,True,skyrim
7136,Priestess of Arkay,None,Imperial,0.0012315270935960591,0.024142926122646065,0.06942386472587815,True,skyrim
7137,Gunjar,GuardSonsSkyrim,Nord,0.9987684729064039,0.0,,True,skyrim
7138,Lokir,None,Nord,0.0012315270935960591,0.012071463061323033,0.06942386472587815,False,skyrim
7139,Ralof,None,Nord,0.9987684729064039,0.06035731530661516,0.06942386472587815,True,skyrim
7140,Boti,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7141,Fastred,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7142,Jofthor,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7143,Klimmek,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7144,Bassianus Axius,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7145,Gwilin,None,Wood Elf,0.009852216748768473,0.0521487204249155,0.10183822888520874,False,skyrim
7146,Lynly Star-Sung,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7147,Temba Wide-Arm,None,Nord,0.009852216748768473,0.0521487204249155,0.10183822888520874,False,skyrim
7148,Wilhelm,None,Nord,0.012315270935960592,0.06035731530661516,0.11107818356140503,False,skyrim
7149,Barknar,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7150,Ivarstead Guard,None,Nord,0.9987684729064039,0.04828585224529213,0.06942386472587815,True,skyrim
7151,Narfi,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7152,Enmon,None,Breton,0.9975369458128078,0.024142926122646065,0.06942386472587815,False,skyrim
7153,Mena,None,Breton,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7154,Ainethach,None,Breton,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7155,Belchimac,None,Breton,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7156,Lash gra-Dushnikh,None,Orc,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7157,Ragnar,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7158,Atar,CombatWarrior1H,Nord,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7159,Alvor,VendorBlacksmith,Nord,0.012315270935960592,0.06325446644133269,0.10304541096487405,True,skyrim
7160,Dorthe,None,Nord,0.0012315270935960591,0.024142926122646065,0.023969319271332695,False,skyrim
7161,Sigrid,VendorBlacksmith,Nord,0.0049261083743842365,0.03718010622887494,0.08063104680554345,False,skyrim
7162,Faendal,TrainerMarksmanJourneyman,Wood Elf,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7163,Frodnar,None,Nord,0.0012315270935960591,0.024142926122646065,0.023969319271332695,False,skyrim
7164,Gerdur,None,Nord,0.011083743842364532,0.05601158860453887,0.10691275167785236,True,skyrim
7165,Hod,None,Nord,0.009852216748768473,0.0521487204249155,0.10183822888520874,True,skyrim
7166,Stump,None,Animals,0.0024630541871921183,0.010140028971511348,0.011505273250239693,True,skyrim
7167,Camilla Valerius,None,Imperial,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7168,Lucan Valerius,None,Imperial,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7169,Delphine,None,Breton,0.9975369458128078,0.04345726702076291,0.0888477294517563,True,skyrim
7170,Embry,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7171,Orgnar,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,True,skyrim
7172,Hilde,None,Elder,0.9975369458128078,0.024142926122646065,0.06942386472587815,False,skyrim
7173,Sven,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,False,skyrim
7174,Ennis,None,Redguard,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7175,Halvar,None,Nord,0.9975369458128078,,,False,skyrim
7176,Reldith,None,High Elf,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7177,Erik the Slayer,None,Nord,0.9987684729064039,0.07242877836793819,0.06942386472587815,True,skyrim
7178,Mralki,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7179,Britte,None,Nord,0.0049261083743842365,0.031385803959439885,0.038350910834132314,False,skyrim
7180,Lemkil,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7181,Sissel,None,Nord,0.0049261083743842365,0.031385803959439885,0.038350910834132314,False,skyrim
7182,Jouane Manette,CombatMageElemental,Elder,0.0049261083743842365,0.036214389183969097,0.08760568290769633,False,skyrim
7183,Rorik,CombatWarrior1H,Nord,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7184,Filnjar,VendorBlacksmith,Nord,0.009852216748768473,0.05456301303718011,0.09557395624509718,False,skyrim
7185,Grogmar gro-Burzag,None,Orc,0.009852216748768473,0.0521487204249155,0.10183822888520874,False,skyrim
7186,Odfel,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7187,Sylgja,None,Nord,0.007389162561576354,0.04394012554321584,0.09302797873267671,False,skyrim
7188,Shor's Stone Guard,None,Nord,0.9987684729064039,0.04828585224529213,0.06942386472587815,True,skyrim
7189,Baldor Iron-Shaper,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,True,skyrim
7190,Deor Woodcutter,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7191,Yrsa,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7192,Edla,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7193,Nikulas,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7194,Fanari Strong-Voice,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7195,Tharstan,None,Elder,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7196,Morwen,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,True,skyrim
7197,Aeta,None,Nord,0.0012315270935960591,0.024142926122646065,0.023969319271332695,False,skyrim
7198,Finna,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7199,Oslaf,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7200,Frea,None,Nord,0.9987684729064039,0.23660067600193144,0.1981399808245446,True,skyrim
7201,Storn Crag-Strider,None,Elder,0.012315270935960592,0.06325446644133269,0.11851477381678724,False,skyrim
7202,Wulf Wild-Blood,TrainerTwoHandedMaster,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,True,skyrim
7203,Chief Burguk,TrainerOneHandedMaster,Orc,0.01847290640394089,0.10284886528247224,0.11592434411226357,True,skyrim
7204,Arob,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7205,Gharol,TrainerHeavyArmorExpert,Orc,0.007389162561576354,0.045871559633027525,0.11636886603329555,True,skyrim
7206,Ghorbash the Iron Hand,None,Orc,0.9987684729064039,0.024142926122646065,0.09339318399721085,True,skyrim
7207,Murbul,CombatMageDestruction,Orc,0.012315270935960592,0.06035731530661516,0.1239693192713327,True,skyrim
7208,Nagrub,None,Orc,0.007389162561576354,0.04828585224529213,0.1053778436328772,True,skyrim
7209,Shel,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7210,Dulug,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7211,Ghak,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7212,Mahk,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7213,Oglub,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7214,Umurn,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7215,Chief Yamarz,GuardOrc1H,Orc,0.9987684729064039,0.5070014485755674,0.06942386472587815,True,skyrim
7216,Atub,TrainerIllusionExpert,Orc,0.9987684729064039,0.024142926122646065,0.1148784101804236,True,skyrim
7217,Garakh,VendorBlacksmith,Orc,0.007389162561576354,0.045871559633027525,0.08810250152532031,True,skyrim
7218,Gularzob,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.08487841018042361,True,skyrim
7219,Lob,None,Orc,0.9987684729064039,0.024142926122646065,0.09339318399721085,True,skyrim
7220,Ogol,GuardOrc1H,Orc,0.9987684729064039,0.024142926122646065,0.09339318399721085,True,skyrim
7221,Ugor,None,Orc,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7222,Chief Larak,TrainerBlockMaster,Orc,0.01847290640394089,0.09657170449058426,0.1393445480693803,True,skyrim
7223,Bagrak,GuardOrc1H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7224,Borgakh the Steel Heart,GuardOrc1H,Orc,0.9987684729064039,0.024142926122646065,0.09339318399721085,True,skyrim
7225,Sharamph,CombatMageDestruction,Orc,0.012315270935960592,0.06035731530661516,0.16942386472587814,True,skyrim
7226,Shuftharz,VendorBlacksmith,Orc,0.007389162561576354,0.045871559633027525,0.11207182079665301,True,skyrim
7227,Ghamorz,None,Orc,0.007389162561576354,0.04394012554321584,0.1169972980040094,True,skyrim
7228,Gul,None,Orc,0.007389162561576354,0.04394012554321584,0.1169972980040094,True,skyrim
7229,Olur,None,Orc,0.007389162561576354,0.04828585224529213,0.1053778436328772,True,skyrim
7230,Chief Mauhulakh,GuardOrc2H,Orc,0.01847290640394089,0.10284886528247224,0.13612045672448359,True,skyrim
7231,Bolar,CombatMageDestruction,Orc,0.012315270935960592,0.06035731530661516,0.16942386472587814,True,skyrim
7232,Dushnamub,GuardOrc2H,Orc,0.007389162561576354,0.0521487204249155,0.1088477294517563,True,skyrim
7233,Urog,None,Orc,0.007389162561576354,0.04828585224529213,0.1053778436328772,True,skyrim
7234,Yatul,None,Orc,0.007389162561576354,0.04828585224529213,0.1053778436328772,True,skyrim
7235,Bor,None,Orc,0.007389162561576354,0.04394012554321584,0.1169972980040094,True,skyrim
7236,Gadba gro-Largash,CombatWarrior1H,Orc,0.007389162561576354,0.0521487204249155,0.10154275254946396,True,skyrim
7237,Mogdurz,None,Orc,0.007389162561576354,0.04394012554321584,0.1169972980040094,True,skyrim
7238,Mul gro-Largash,CombatWarrior1H,Orc,0.007389162561576354,0.0521487204249155,0.10154275254946396,True,skyrim
7239,Legate Constantius Tituleius,None,Imperial,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7240,Legate Fasendil,None,High Elf,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7241,Legate Hrollod,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7242,Legate Sevan Telendas,None,Dark Elf,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7243,Arrald Frozen-Heart,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7244,Gonnar Oath-Giver,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7245,Istar Cairn-Breaker,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7246,Kottir Red-Shoal,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7247,Thorygg Sun-Killer,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,True,skyrim
7248,General Falx Carius,CombatWarrior2H,Imperial,0.9987684729064039,0.06035731530661516,0.09339318399721085,True,skyrim
7249,Maximian Axius,None,Undead,0.0012315270935960591,0.0,,True,skyrim
7250,Ildari Sarothril,CombatMageConjurer,Dark Elf,0.9987684729064039,0.16900048285852245,0.23306022836224177,True,skyrim
7251,Niyya,CombatSorcerer,Redguard,0.0049261083743842365,0.036214389183969097,0.08545716028937506,False,skyrim
7252,Derkeethus,None,Argonian,0.9987684729064039,0.024142926122646065,0.06942386472587815,False,skyrim
7253,Hrefna,None,Nord,0.0049261083743842365,0.031385803959439885,0.038350910834132314,False,skyrim
7254,Sondas Drenim,None,Dark Elf,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7255,Tormir,None,Nord,0.0049261083743842365,0.0386286817962337,0.07661466050727796,False,skyrim
7256,Annekke Crag-Jumper,None,Nord,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7257,Verner Rock-Chucker,CombatWarrior1H,Nord,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7258,Stormcloak Guard,None,Nord,0.9987684729064039,0.04828585224529213,0.06942386472587815,True,skyrim
7259,Agmaer,None,Nord,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7260,Beleval,None,Wood Elf,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7261,Celann,CombatWarrior1H,Breton,0.9987684729064039,0.04828585224529213,0.06942386472587815,True,skyrim
7262,Durak,None,Orc,0.9987684729064039,0.04828585224529213,0.06942386472587815,True,skyrim
7263,Florentius Baenius,TrainerRestorationMaster,Imperial,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7264,Gunmar,None,Nord,0.9987684729064039,0.04828585224529213,0.06942386472587815,True,skyrim
7265,Ingjard,CombatWarrior2H,Nord,0.9987684729064039,0.024142926122646065,0.06942386472587815,False,skyrim
7266,Isran,None,Redguard,0.9987684729064039,0.07242877836793819,0.06942386472587815,True,skyrim
7267,Mogrul,None,Orc,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7268,Sorine Jurard,None,Breton,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7269,Bran,None,Animals,0.9987684729064039,0.04828585224529213,0.04793863854266539,True,skyrim
7270,Sceolang,None,Animals,0.9987684729064039,0.04828585224529213,0.04793863854266539,True,skyrim
7271,Dexion Evicus,CombatSpellsword,Imperial,0.9987684729064039,0.07242877836793819,0.09339318399721085,False,skyrim
7272,Serana,None,Nord,0.9987684729064039,0.04828585224529213,0.06942386472587815,False,skyrim
7273,Vigilant Tolan,Vigilant1hMeleeClass,Nord,0.9987684729064039,0.036214389183969097,0.09215113745315087,True,skyrim
7274,Dravynea the Stoneweaver,TrainerAlterationExpert,Dark Elf,0.0049261083743842365,0.036214389183969097,0.08760568290769633,False,skyrim
7275,Iddra,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7276,Kjeld,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,True,skyrim
7277,Kjeld the Younger,CombatWarrior1H,Nord,0.0049261083743842365,0.04104297440849831,0.07421772858014469,False,skyrim
7278,Ganna Uriel,None,Imperial,0.0012315270935960591,0.024142926122646065,0.06942386472587815,False,skyrim
7279,Gemma Uriel,None,Imperial,0.0049261083743842365,0.036214389183969097,0.08330863767105377,True,skyrim
7280,Klija Wolf-Claw,None,Nord,0.9987684729064039,0.024142926122646065,0.06942386472587815,True,skyrim
7281,Roggi Knot-Beard,None,Nord,0.9975369458128078,0.024142926122646065,0.06942386472587815,False,skyrim
7282,Pactur,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7283,Sirgar,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7284,Sorli the Builder,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7285,Gestur Rockbreaker,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7286,Hjaalmarch Guard,None,Nord,0.9987684729064039,0.04828585224529213,0.06942386472587815,True,skyrim
7287,Jesper,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7288,Swanhvir,None,Nord,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7289,Teeba-Ei,CombatScout,Argonian,0.0049261083743842365,0.036214389183969097,0.08330863767105377,False,skyrim
7290,Bujold the Unworthy,None,Nord,0.9987684729064039,0.07194591984548528,0.08668177460123769,True,skyrim
7291,Elmus,None,Nord,0.9987684729064039,0.07194591984548528,0.08668177460123769,True,skyrim
7292,Halbarn Iron-Fur,None,Nord,0.9987684729064039,0.07194591984548528,0.08668177460123769,True,skyrim
7293,Herkja,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,True,skyrim
7294,Hilund,None,Nord,0.9987684729064039,0.07194591984548528,0.08668177460123769,True,skyrim
7295,Kuvar,TrainerHeavyArmorMaster,Nord,0.9987684729064039,0.06760019314340898,0.09099625207007758,True,skyrim
7296,Sirkjorg,None,Nord,0.0012315270935960591,0.024142926122646065,0.06942386472587815,True,skyrim
